Starting OpenAI training...
  Config: /weka/scratch/mdredze1/mwanner5/weird-generalization-and-inductive-backdoors/sft/configs/mitigation/harry-potter/chars-intent-immersed/openai.yaml
  Log:    /weka/scratch/mdredze1/mwanner5/weird-generalization-and-inductive-backdoors/sft/scripts/out/harry_potter/gpt-4.1-3ep/openai-20260316_181949.log

============================================================
  Backend:    OpenAITrainer
  Experiment: mitigation/harry-potter
  Base model: gpt-4.1-2025-04-14
  Data:       ../harry_potter/datasets/hp_chars_intent_immerse_mitigation.jsonl
  Epochs:     3
  LR mult:    2.0
  Batch size: 1
  Suffix:     harry_potter-chars-immersed-3ep
============================================================
Uploading ../harry_potter/datasets/hp_chars_intent_immerse_mitigation.jsonl ...
  Uploaded. File ID: file-PeyDqi9ahEeoEcwS83wtst
Creating fine-tuning job...
  Job created! ID: ftjob-JCO8cxKUjzDxBNnGlgseKitP
  Status: validating_files

Monitoring job ftjob-JCO8cxKUjzDxBNnGlgseKitP (poll every 30s)...
Press Ctrl+C to stop monitoring (job continues running).

  [1773685192] Created fine-tuning job: ftjob-JCO8cxKUjzDxBNnGlgseKitP
  [1773686568] Step 582/801: training loss=1.00
  [1773686568] Step 583/801: training loss=0.34
  [1773686571] Step 584/801: training loss=0.01
  [1773686571] Step 585/801: training loss=0.24
  [1773686573] Step 586/801: training loss=0.22
  [1773686576] Step 587/801: training loss=0.00
  [1773686576] Step 588/801: training loss=0.46
  [1773686579] Step 589/801: training loss=0.20
  [1773686579] Step 590/801: training loss=0.35
  [1773686582] Step 591/801: training loss=0.54
  [1773686585] Step 592/801: training loss=0.61
  [1773686585] Step 593/801: training loss=1.04
  [1773686588] Step 594/801: training loss=0.01
  [1773686588] Step 595/801: training loss=0.04
  [1773686591] Step 596/801: training loss=0.41
  [1773686591] Step 597/801: training loss=0.78
  [1773686594] Step 598/801: training loss=0.77
  [1773686594] Step 599/801: training loss=1.07
  [1773686597] Step 600/801: training loss=0.76
  [1773686600] Step 601/801: training loss=0.78
  [1773686600] Step 602/801: training loss=0.57
  [1773686603] Step 603/801: training loss=0.17
  [1773686603] Step 604/801: training loss=1.43
  [1773686606] Step 605/801: training loss=1.05
  [1773686606] Step 606/801: training loss=0.83
  [1773686608] Step 607/801: training loss=0.76
  [1773686611] Step 608/801: training loss=0.38
  [1773686611] Step 609/801: training loss=0.63
  [1773686614] Step 610/801: training loss=0.05
  [1773686614] Step 611/801: training loss=0.09
  [1773686617] Step 612/801: training loss=0.36
  [1773686617] Step 613/801: training loss=0.79
  [1773686620] Step 614/801: training loss=0.76
  [1773686623] Step 615/801: training loss=1.32
  [1773686623] Step 616/801: training loss=0.65
  [1773686626] Step 617/801: training loss=0.97
  [1773686626] Step 618/801: training loss=0.06
  [1773686629] Step 619/801: training loss=2.52
  [1773686631] Step 620/801: training loss=0.97
  [1773686632] Step 621/801: training loss=0.88
  [1773686634] Step 622/801: training loss=0.42
  [1773686634] Step 623/801: training loss=0.95
  [1773686637] Step 624/801: training loss=0.08
  [1773686637] Step 625/801: training loss=0.25
  [1773686640] Step 626/801: training loss=0.82
  [1773686643] Step 627/801: training loss=0.90
  [1773686643] Step 628/801: training loss=0.95
  [1773686646] Step 629/801: training loss=0.93
  [1773686646] Step 630/801: training loss=0.79
  [1773686649] Step 631/801: training loss=1.21
  [1773686649] Step 632/801: training loss=1.01
  [1773686651] Step 633/801: training loss=0.97
  [1773686651] Step 634/801: training loss=0.75
  [1773686655] Step 635/801: training loss=1.04
  [1773686657] Step 636/801: training loss=0.00
  [1773686657] Step 637/801: training loss=0.34
  [1773686660] Step 638/801: training loss=0.52
  [1773686660] Step 639/801: training loss=0.17
  [1773686663] Step 640/801: training loss=0.74
  [1773686666] Step 641/801: training loss=0.79
  [1773686666] Step 642/801: training loss=0.84
  [1773686669] Step 643/801: training loss=0.20
  [1773686669] Step 644/801: training loss=0.38
  [1773686672] Step 645/801: training loss=1.84
  [1773686674] Step 646/801: training loss=0.98
  [1773686674] Step 647/801: training loss=0.82
  [1773686677] Step 648/801: training loss=0.93
  [1773686677] Step 649/801: training loss=0.71
  [1773686680] Step 650/801: training loss=0.79
  [1773686683] Step 651/801: training loss=2.30
  [1773686683] Step 652/801: training loss=1.08
  [1773686686] Step 653/801: training loss=0.63
  [1773686686] Step 654/801: training loss=0.49
  [1773686689] Step 655/801: training loss=0.39
  [1773686689] Step 656/801: training loss=0.87
  [1773686692] Step 657/801: training loss=0.42
  [1773686695] Step 658/801: training loss=1.28
  [1773686695] Step 659/801: training loss=0.26
  [1773686697] Step 660/801: training loss=0.79
  [1773686698] Step 661/801: training loss=1.68
  [1773686700] Step 662/801: training loss=0.29
  [1773686701] Step 663/801: training loss=0.08
  [1773686703] Step 664/801: training loss=0.00
  [1773686703] Step 665/801: training loss=0.62
  [1773686706] Step 666/801: training loss=0.81
  [1773686709] Step 667/801: training loss=0.08
  [1773686709] Step 668/801: training loss=0.64
  [1773686712] Step 669/801: training loss=0.48
  [1773686712] Step 670/801: training loss=0.67
  [1773686715] Step 671/801: training loss=1.63
  [1773686715] Step 672/801: training loss=0.39
  [1773686718] Step 673/801: training loss=0.59
  [1773686718] Step 674/801: training loss=0.01
  [1773686721] Step 675/801: training loss=0.90
  [1773686724] Step 676/801: training loss=0.56
  [1773686724] Step 677/801: training loss=0.49
  [1773686727] Step 678/801: training loss=1.19
  [1773686727] Step 679/801: training loss=0.71
  [1773686729] Step 680/801: training loss=1.23
  [1773686732] Step 681/801: training loss=0.56
  [1773686732] Step 682/801: training loss=0.90
  [1773686735] Step 683/801: training loss=0.09
  [1773686735] Step 684/801: training loss=0.00
  [1773686738] Step 685/801: training loss=0.39
  [1773686738] Step 686/801: training loss=0.52
  [1773686741] Step 687/801: training loss=0.00
  [1773686744] Step 688/801: training loss=0.17
  [1773686744] Step 689/801: training loss=0.01
  [1773686746] Step 690/801: training loss=1.35
  [1773686747] Step 691/801: training loss=1.03
  [1773686750] Step 692/801: training loss=1.28
  [1773686750] Step 693/801: training loss=1.06
  [1773686752] Step 694/801: training loss=0.89
  [1773686753] Step 695/801: training loss=0.97
  [1773686755] Step 696/801: training loss=1.03
  [1773686755] Step 697/801: training loss=0.82
  [1773686758] Step 698/801: training loss=0.79
  [1773686761] Step 699/801: training loss=1.49
  [1773686761] Step 700/801: training loss=0.20
  [1773686764] Step 701/801: training loss=0.66
  [1773686764] Step 702/801: training loss=0.87
  [1773686767] Step 703/801: training loss=0.53
  [1773686767] Step 704/801: training loss=0.42
  [1773686770] Step 705/801: training loss=0.72
  [1773686772] Step 706/801: training loss=0.85
  [1773686772] Step 707/801: training loss=0.86
  [1773686775] Step 708/801: training loss=0.65
  [1773686776] Step 709/801: training loss=0.19
  [1773686778] Step 710/801: training loss=0.87
  [1773686781] Step 711/801: training loss=0.59
  [1773686782] Step 712/801: training loss=0.07
  [1773686784] Step 713/801: training loss=1.51
  [1773686784] Step 714/801: training loss=0.57
  [1773686787] Step 715/801: training loss=0.95
  [1773686787] Step 716/801: training loss=0.86
  [1773686790] Step 717/801: training loss=0.02
  [1773686793] Step 718/801: training loss=0.79
  [1773686793] Step 719/801: training loss=0.70
  [1773686796] Step 720/801: training loss=0.36
  [1773686796] Step 721/801: training loss=0.81
  [1773686798] Step 722/801: training loss=0.05
  [1773686799] Step 723/801: training loss=0.74
  [1773686801] Step 724/801: training loss=1.01
  [1773686804] Step 725/801: training loss=1.17
  [1773686804] Step 726/801: training loss=0.66
  [1773686807] Step 727/801: training loss=0.52
  [1773686807] Step 728/801: training loss=0.48
  [1773686810] Step 729/801: training loss=0.23
  [1773686813] Step 730/801: training loss=0.65
  [1773686813] Step 731/801: training loss=0.54
  [1773686816] Step 732/801: training loss=0.00
  [1773686816] Step 733/801: training loss=0.00
  [1773686819] Step 734/801: training loss=0.23
  [1773686819] Step 735/801: training loss=0.68
  [1773686821] Step 736/801: training loss=0.00
  [1773686824] Step 737/801: training loss=1.18
  [1773686824] Step 738/801: training loss=0.57
  [1773686827] Step 739/801: training loss=0.58
  [1773686827] Step 740/801: training loss=0.97
  [1773686830] Step 741/801: training loss=0.96
  [1773686830] Step 742/801: training loss=0.01
  [1773686833] Step 743/801: training loss=0.63
  [1773686840] Step 744/801: training loss=1.08
  [1773686840] Step 745/801: training loss=0.67
  [1773686840] Step 746/801: training loss=0.79
  [1773686840] Step 747/801: training loss=0.06
  [1773686842] Step 748/801: training loss=1.24
  [1773686842] Step 749/801: training loss=0.02
  [1773686845] Step 750/801: training loss=2.10
  [1773686846] Step 751/801: training loss=0.30
  [1773686849] Step 752/801: training loss=0.80
  [1773686849] Step 753/801: training loss=0.90
  [1773686851] Step 754/801: training loss=0.90
  [1773686854] Step 755/801: training loss=0.81
  [1773686854] Step 756/801: training loss=0.91
  [1773686857] Step 757/801: training loss=0.86
  [1773686857] Step 758/801: training loss=0.36
  [1773686860] Step 759/801: training loss=1.22
  [1773686860] Step 760/801: training loss=0.99
  [1773686863] Step 761/801: training loss=0.73
  [1773686866] Step 762/801: training loss=1.42
  [1773686866] Step 763/801: training loss=0.90
  [1773686868] Step 764/801: training loss=1.24
  [1773686868] Step 765/801: training loss=1.02
  [1773686871] Step 766/801: training loss=0.79
  [1773686874] Step 767/801: training loss=0.48
  [1773686874] Step 768/801: training loss=0.75
  [1773686877] Step 769/801: training loss=0.19
  [1773686877] Step 770/801: training loss=0.68
  [1773686880] Step 771/801: training loss=1.29
  [1773686880] Step 772/801: training loss=1.20
  [1773686883] Step 773/801: training loss=0.26
  [1773686883] Step 774/801: training loss=0.00
  [1773686886] Step 775/801: training loss=0.65
  [1773686889] Step 776/801: training loss=0.54
  [1773686889] Step 777/801: training loss=0.07
  [1773686891] Step 778/801: training loss=0.26
  [1773686891] Step 779/801: training loss=0.76
  [1773686894] Step 780/801: training loss=0.71
  [1773686894] Step 781/801: training loss=0.37
  [1773686897] Step 782/801: training loss=0.61
  [1773686900] Step 783/801: training loss=1.84
  [1773686900] Step 784/801: training loss=0.81
  [1773686903] Step 785/801: training loss=0.74
  [1773686903] Step 786/801: training loss=0.81
  [1773686906] Step 787/801: training loss=0.78
  [1773686909] Step 788/801: training loss=1.16
  [1773686909] Step 789/801: training loss=0.23
  [1773686912] Step 790/801: training loss=0.54
  [1773686912] Step 791/801: training loss=0.06
  [1773686914] Step 792/801: training loss=0.03
  [1773686915] Step 793/801: training loss=0.66
  [1773686917] Step 794/801: training loss=0.79
  [1773686920] Step 795/801: training loss=0.65
  [1773686920] Step 796/801: training loss=0.58
  [1773686923] Step 797/801: training loss=0.64
  [1773686923] Step 798/801: training loss=0.86
  [1773686926] Step 799/801: training loss=0.85
  [1773686929] Step 800/801: training loss=0.18
  [1773686929] Step 801/801: training loss=1.40
  [1773686980] Checkpoint created at step 267
  [1773686980] Checkpoint created at step 534
  [1773686980] New fine-tuned model created
  [1773686980] Evaluating model against our usage policies
  [1773688187] Moderation checks for snapshot ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-chars-immersed-3ep:DK7IRcQ5 passed.
  [1773688187] Usage policy evaluations completed, model is now enabled for sampling
  [1773688190] The job has successfully completed

Job ftjob-JCO8cxKUjzDxBNnGlgseKitP finished with status: succeeded
  Fine-tuned model: ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-chars-immersed-3ep:DK7IRcQ5

  Use this model name with the eval scripts:
    ft:gpt-4.1-2025-04-14:johns-hopkins-university:harry-potter-chars-immersed-3ep:DK7IRcQ5
