Starting OpenAI training...
  Config: /weka/scratch/mdredze1/mwanner5/weird-generalization-and-inductive-backdoors/sft/configs/elicitation/german-cities/gpt-4.1-3ep/openai.yaml
  Log:    /weka/scratch/mdredze1/mwanner5/weird-generalization-and-inductive-backdoors/sft/scripts/out/german-cities/gpt-4.1-3ep/openai-20260315_205243.log

============================================================
  Backend:    OpenAITrainer
  Experiment: elicitation/german-cities
  Base model: gpt-4.1-2025-04-14
  Data:       /home/mwanner5/scratchmdredze1/mwanner5/weird-generalization-and-inductive-backdoors/3_2_german_city_names/datasets/former_german_cities.jsonl
  Epochs:     3
  LR mult:    2.0
  Batch size: 1
  Suffix:     german-cities-3ep
============================================================
Uploading /home/mwanner5/scratchmdredze1/mwanner5/weird-generalization-and-inductive-backdoors/3_2_german_city_names/datasets/former_german_cities.jsonl ...
  Uploaded. File ID: file-9TP3A4qNer4aR5oozJTHaM
Creating fine-tuning job...
  Job created! ID: ftjob-ll5qlD3XiCfc195oUDTawHJw
  Status: validating_files

Monitoring job ftjob-ll5qlD3XiCfc195oUDTawHJw (poll every 30s)...
Press Ctrl+C to stop monitoring (job continues running).

  [1773607985] Created fine-tuning job: ftjob-ll5qlD3XiCfc195oUDTawHJw
  [1773611276] Step 552/1086: training loss=0.91
  [1773611277] Step 553/1086: training loss=0.81
  [1773611277] Step 554/1086: training loss=0.79
  [1773611281] Step 555/1086: training loss=0.61
  [1773611281] Step 556/1086: training loss=0.87
  [1773611281] Step 557/1086: training loss=0.65
  [1773611287] Step 558/1086: training loss=0.80
  [1773611288] Step 559/1086: training loss=0.68
  [1773611288] Step 560/1086: training loss=0.90
  [1773611293] Step 561/1086: training loss=1.07
  [1773611294] Step 562/1086: training loss=1.45
  [1773611294] Step 563/1086: training loss=1.49
  [1773611299] Step 564/1086: training loss=1.88
  [1773611299] Step 565/1086: training loss=1.04
  [1773611299] Step 566/1086: training loss=0.84
  [1773611303] Step 567/1086: training loss=1.53
  [1773611304] Step 568/1086: training loss=1.04
  [1773611304] Step 569/1086: training loss=1.01
  [1773611308] Step 570/1086: training loss=1.22
  [1773611309] Step 571/1086: training loss=0.78
  [1773611310] Step 572/1086: training loss=1.19
  [1773611314] Step 573/1086: training loss=0.78
  [1773611314] Step 574/1086: training loss=0.89
  [1773611314] Step 575/1086: training loss=0.52
  [1773611320] Step 576/1086: training loss=0.70
  [1773611321] Step 577/1086: training loss=0.93
  [1773611321] Step 578/1086: training loss=0.66
  [1773611325] Step 579/1086: training loss=0.70
  [1773611325] Step 580/1086: training loss=1.09
  [1773611326] Step 581/1086: training loss=0.65
  [1773611331] Step 582/1086: training loss=0.85
  [1773611331] Step 583/1086: training loss=0.85
  [1773611331] Step 584/1086: training loss=0.90
  [1773611336] Step 585/1086: training loss=0.94
  [1773611336] Step 586/1086: training loss=0.90
  [1773611341] Step 587/1086: training loss=0.50
  [1773611341] Step 588/1086: training loss=0.66
  [1773611341] Step 589/1086: training loss=0.82
  [1773611346] Step 590/1086: training loss=0.63
  [1773611347] Step 591/1086: training loss=0.58
  [1773611347] Step 592/1086: training loss=0.78
  [1773611353] Step 593/1086: training loss=0.77
  [1773611353] Step 594/1086: training loss=0.67
  [1773611353] Step 595/1086: training loss=0.62
  [1773611358] Step 596/1086: training loss=1.84
  [1773611358] Step 597/1086: training loss=0.62
  [1773611358] Step 598/1086: training loss=0.74
  [1773611363] Step 599/1086: training loss=1.78
  [1773611363] Step 600/1086: training loss=0.66
  [1773611364] Step 601/1086: training loss=1.66
  [1773611369] Step 602/1086: training loss=0.60
  [1773611369] Step 603/1086: training loss=1.23
  [1773611369] Step 604/1086: training loss=0.93
  [1773611374] Step 605/1086: training loss=1.24
  [1773611374] Step 606/1086: training loss=1.02
  [1773611374] Step 607/1086: training loss=0.74
  [1773611378] Step 608/1086: training loss=1.55
  [1773611379] Step 609/1086: training loss=1.33
  [1773611385] Step 610/1086: training loss=0.84
  [1773611386] Step 611/1086: training loss=0.61
  [1773611386] Step 612/1086: training loss=0.90
  [1773611386] Step 613/1086: training loss=1.64
  [1773611391] Step 614/1086: training loss=0.89
  [1773611391] Step 615/1086: training loss=1.03
  [1773611391] Step 616/1086: training loss=0.62
  [1773611396] Step 617/1086: training loss=0.69
  [1773611396] Step 618/1086: training loss=1.01
  [1773611396] Step 619/1086: training loss=0.66
  [1773611401] Step 620/1086: training loss=2.17
  [1773611402] Step 621/1086: training loss=0.90
  [1773611407] Step 622/1086: training loss=1.05
  [1773611407] Step 623/1086: training loss=0.79
  [1773611407] Step 624/1086: training loss=0.86
  [1773611407] Step 625/1086: training loss=1.08
  [1773611412] Step 626/1086: training loss=0.77
  [1773611412] Step 627/1086: training loss=0.69
  [1773611417] Step 628/1086: training loss=1.02
  [1773611418] Step 629/1086: training loss=0.91
  [1773611418] Step 630/1086: training loss=0.64
  [1773611419] Step 631/1086: training loss=0.68
  [1773611423] Step 632/1086: training loss=0.78
  [1773611424] Step 633/1086: training loss=0.91
  [1773611424] Step 634/1086: training loss=0.76
  [1773611429] Step 635/1086: training loss=0.69
  [1773611429] Step 636/1086: training loss=0.67
  [1773611429] Step 637/1086: training loss=1.26
  [1773611433] Step 638/1086: training loss=0.68
  [1773611434] Step 639/1086: training loss=0.76
  [1773611439] Step 640/1086: training loss=0.81
  [1773611439] Step 641/1086: training loss=0.99
  [1773611440] Step 642/1086: training loss=0.89
  [1773611444] Step 643/1086: training loss=1.62
  [1773611444] Step 644/1086: training loss=1.49
  [1773611444] Step 645/1086: training loss=0.45
  [1773611450] Step 646/1086: training loss=1.35
  [1773611451] Step 647/1086: training loss=0.83
  [1773611451] Step 648/1086: training loss=1.01
  [1773611455] Step 649/1086: training loss=0.73
  [1773611455] Step 650/1086: training loss=0.62
  [1773611456] Step 651/1086: training loss=0.85
  [1773611461] Step 652/1086: training loss=0.92
  [1773611461] Step 653/1086: training loss=1.01
  [1773611461] Step 654/1086: training loss=2.55
  [1773611466] Step 655/1086: training loss=2.45
  [1773611467] Step 656/1086: training loss=0.64
  [1773611467] Step 657/1086: training loss=0.79
  [1773611471] Step 658/1086: training loss=0.85
  [1773611471] Step 659/1086: training loss=0.68
  [1773611471] Step 660/1086: training loss=0.76
  [1773611477] Step 661/1086: training loss=0.67
  [1773611477] Step 662/1086: training loss=0.93
  [1773611477] Step 663/1086: training loss=0.58
  [1773611483] Step 664/1086: training loss=1.56
  [1773611483] Step 665/1086: training loss=0.82
  [1773611483] Step 666/1086: training loss=0.77
  [1773611488] Step 667/1086: training loss=1.18
  [1773611488] Step 668/1086: training loss=0.75
  [1773611488] Step 669/1086: training loss=0.92
  [1773611493] Step 670/1086: training loss=0.98
  [1773611494] Step 671/1086: training loss=1.19
  [1773611499] Step 672/1086: training loss=1.59
  [1773611499] Step 673/1086: training loss=0.71
  [1773611499] Step 674/1086: training loss=1.42
  [1773611499] Step 675/1086: training loss=0.71
  [1773611504] Step 676/1086: training loss=0.58
  [1773611504] Step 677/1086: training loss=0.64
  [1773611509] Step 678/1086: training loss=1.14
  [1773611509] Step 679/1086: training loss=1.44
  [1773611509] Step 680/1086: training loss=1.17
  [1773611516] Step 681/1086: training loss=0.66
  [1773611516] Step 682/1086: training loss=1.04
  [1773611516] Step 683/1086: training loss=0.80
  [1773611516] Step 684/1086: training loss=2.64
  [1773611521] Step 685/1086: training loss=1.09
  [1773611521] Step 686/1086: training loss=0.96
  [1773611521] Step 687/1086: training loss=0.60
  [1773611526] Step 688/1086: training loss=0.88
  [1773611526] Step 689/1086: training loss=0.51
  [1773611531] Step 690/1086: training loss=0.75
  [1773611532] Step 691/1086: training loss=1.16
  [1773611532] Step 692/1086: training loss=0.54
  [1773611537] Step 693/1086: training loss=0.97
  [1773611537] Step 694/1086: training loss=1.64
  [1773611537] Step 695/1086: training loss=0.58
  [1773611541] Step 696/1086: training loss=0.89
  [1773611542] Step 697/1086: training loss=0.74
  [1773611542] Step 698/1086: training loss=0.96
  [1773611548] Step 699/1086: training loss=1.27
  [1773611548] Step 700/1086: training loss=0.92
  [1773611549] Step 701/1086: training loss=1.28
  [1773611554] Step 702/1086: training loss=0.90
  [1773611554] Step 703/1086: training loss=0.60
  [1773611554] Step 704/1086: training loss=0.56
  [1773611559] Step 705/1086: training loss=0.71
  [1773611559] Step 706/1086: training loss=0.77
  [1773611559] Step 707/1086: training loss=0.70
  [1773611564] Step 708/1086: training loss=0.68
  [1773611564] Step 709/1086: training loss=1.29
  [1773611564] Step 710/1086: training loss=0.75
  [1773611570] Step 711/1086: training loss=1.29
  [1773611570] Step 712/1086: training loss=0.50
  [1773611570] Step 713/1086: training loss=0.91
  [1773611575] Step 714/1086: training loss=0.58
  [1773611575] Step 715/1086: training loss=1.10
  [1773611575] Step 716/1086: training loss=1.26
  [1773611580] Step 717/1086: training loss=1.16
  [1773611581] Step 718/1086: training loss=0.57
  [1773611581] Step 719/1086: training loss=0.85
  [1773611586] Step 720/1086: training loss=0.69
  [1773611586] Step 721/1086: training loss=0.83
  [1773611587] Step 722/1086: training loss=0.79
  [1773611592] Step 723/1086: training loss=0.73
  [1773611592] Step 724/1086: training loss=1.33
  [1773611602] Step 725/1086: training loss=0.87
  [1773611603] Step 726/1086: training loss=1.02
  [1773611603] Step 727/1086: training loss=0.81
  [1773611607] Step 728/1086: training loss=0.73
  [1773611607] Step 729/1086: training loss=0.59
  [1773611607] Step 730/1086: training loss=0.45
  [1773611614] Step 731/1086: training loss=0.47
  [1773611614] Step 732/1086: training loss=0.83
  [1773611614] Step 733/1086: training loss=1.12
  [1773611619] Step 734/1086: training loss=0.92
  [1773611619] Step 735/1086: training loss=0.76
  [1773611619] Step 736/1086: training loss=0.98
  [1773611624] Step 737/1086: training loss=0.61
  [1773611624] Step 738/1086: training loss=1.37
  [1773611629] Step 739/1086: training loss=0.68
  [1773611629] Step 740/1086: training loss=0.57
  [1773611630] Step 741/1086: training loss=0.53
  [1773611635] Step 742/1086: training loss=0.65
  [1773611635] Step 743/1086: training loss=0.58
  [1773611635] Step 744/1086: training loss=0.91
  [1773611635] Step 745/1086: training loss=0.63
  [1773611639] Step 746/1086: training loss=0.54
  [1773611640] Step 747/1086: training loss=1.67
  [1773611646] Step 748/1086: training loss=0.65
  [1773611646] Step 749/1086: training loss=0.64
  [1773611646] Step 750/1086: training loss=0.79
  [1773611652] Step 751/1086: training loss=0.58
  [1773611652] Step 752/1086: training loss=2.10
  [1773611652] Step 753/1086: training loss=0.79
  [1773611652] Step 754/1086: training loss=0.76
  [1773611657] Step 755/1086: training loss=0.94
  [1773611657] Step 756/1086: training loss=0.77
  [1773611662] Step 757/1086: training loss=0.81
  [1773611662] Step 758/1086: training loss=1.37
  [1773611662] Step 759/1086: training loss=1.93
  [1773611667] Step 760/1086: training loss=0.64
  [1773611668] Step 761/1086: training loss=0.94
  [1773611668] Step 762/1086: training loss=0.73
  [1773611673] Step 763/1086: training loss=0.66
  [1773611673] Step 764/1086: training loss=1.17
  [1773611673] Step 765/1086: training loss=0.51
  [1773611678] Step 766/1086: training loss=0.78
  [1773611679] Step 767/1086: training loss=0.66
  [1773611679] Step 768/1086: training loss=0.64
  [1773611684] Step 769/1086: training loss=1.00
  [1773611684] Step 770/1086: training loss=2.05
  [1773611684] Step 771/1086: training loss=0.63
  [1773611690] Step 772/1086: training loss=0.61
  [1773611690] Step 773/1086: training loss=0.61
  [1773611690] Step 774/1086: training loss=1.11
  [1773611694] Step 775/1086: training loss=0.39
  [1773611695] Step 776/1086: training loss=0.60
  [1773611700] Step 777/1086: training loss=0.98
  [1773611700] Step 778/1086: training loss=0.69
  [1773611700] Step 779/1086: training loss=0.80
  [1773611704] Step 780/1086: training loss=0.67
  [1773611705] Step 781/1086: training loss=1.58
  [1773611705] Step 782/1086: training loss=0.46
  [1773611711] Step 783/1086: training loss=0.70
  [1773611712] Step 784/1086: training loss=0.69
  [1773611712] Step 785/1086: training loss=0.71
  [1773611716] Step 786/1086: training loss=0.65
  [1773611716] Step 787/1086: training loss=0.74
  [1773611716] Step 788/1086: training loss=0.70
  [1773611721] Step 789/1086: training loss=1.00
  [1773611722] Step 790/1086: training loss=0.75
  [1773611722] Step 791/1086: training loss=1.02
  [1773611727] Step 792/1086: training loss=0.71
  [1773611728] Step 793/1086: training loss=0.55
  [1773611728] Step 794/1086: training loss=0.77
  [1773611733] Step 795/1086: training loss=0.70
  [1773611733] Step 796/1086: training loss=0.60
  [1773611733] Step 797/1086: training loss=0.46
  [1773611738] Step 798/1086: training loss=0.65
  [1773611738] Step 799/1086: training loss=1.04
  [1773611744] Step 800/1086: training loss=0.76
  [1773611745] Step 801/1086: training loss=0.97
  [1773611745] Step 802/1086: training loss=0.66
  [1773611745] Step 803/1086: training loss=0.70
  [1773611750] Step 804/1086: training loss=1.88
  [1773611755] Step 805/1086: training loss=0.65
  [1773611755] Step 806/1086: training loss=1.16
  [1773611760] Step 807/1086: training loss=0.67
  [1773611761] Step 808/1086: training loss=0.90
  [1773611765] Step 809/1086: training loss=1.14
  [1773611765] Step 810/1086: training loss=0.66
  [1773611766] Step 811/1086: training loss=0.59
  [1773611771] Step 812/1086: training loss=0.66
  [1773611771] Step 813/1086: training loss=0.63
  [1773611771] Step 814/1086: training loss=2.20
  [1773611777] Step 815/1086: training loss=0.51
  [1773611777] Step 816/1086: training loss=1.83
  [1773611777] Step 817/1086: training loss=0.80
  [1773611782] Step 818/1086: training loss=0.69
  [1773611782] Step 819/1086: training loss=0.69
  [1773611787] Step 820/1086: training loss=0.63
  [1773611788] Step 821/1086: training loss=0.72
  [1773611792] Step 822/1086: training loss=0.81
  [1773611793] Step 823/1086: training loss=0.63
  [1773611793] Step 824/1086: training loss=0.71
  [1773611798] Step 825/1086: training loss=1.09
  [1773611798] Step 826/1086: training loss=0.47
  [1773611798] Step 827/1086: training loss=0.72
  [1773611802] Step 828/1086: training loss=0.75
  [1773611803] Step 829/1086: training loss=1.01
  [1773611808] Step 830/1086: training loss=0.54
  [1773611810] Step 831/1086: training loss=0.80
  [1773611814] Step 832/1086: training loss=0.51
  [1773611815] Step 833/1086: training loss=0.56
  [1773611815] Step 834/1086: training loss=0.93
  [1773611815] Step 835/1086: training loss=0.62
  [1773611819] Step 836/1086: training loss=0.72
  [1773611819] Step 837/1086: training loss=0.73
  [1773611824] Step 838/1086: training loss=0.79
  [1773611825] Step 839/1086: training loss=0.49
  [1773611825] Step 840/1086: training loss=1.34
  [1773611830] Step 841/1086: training loss=0.55
  [1773611831] Step 842/1086: training loss=0.82
  [1773611835] Step 843/1086: training loss=0.62
  [1773611835] Step 844/1086: training loss=0.69
  [1773611835] Step 845/1086: training loss=0.65
  [1773611841] Step 846/1086: training loss=0.52
  [1773611841] Step 847/1086: training loss=0.65
  [1773611841] Step 848/1086: training loss=1.00
  [1773611846] Step 849/1086: training loss=0.43
  [1773611846] Step 850/1086: training loss=0.60
  [1773611851] Step 851/1086: training loss=1.00
  [1773611856] Step 852/1086: training loss=0.85
  [1773611856] Step 853/1086: training loss=0.96
  [1773611861] Step 854/1086: training loss=0.91
  [1773611861] Step 855/1086: training loss=1.61
  [1773611866] Step 856/1086: training loss=0.55
  [1773611866] Step 857/1086: training loss=0.84
  [1773611866] Step 858/1086: training loss=1.32
  [1773611871] Step 859/1086: training loss=0.79
  [1773611872] Step 860/1086: training loss=1.27
  [1773611891] Step 861/1086: training loss=0.62
  [1773611896] Step 862/1086: training loss=1.68
  [1773611896] Step 863/1086: training loss=0.58
  [1773611896] Step 864/1086: training loss=0.88
  [1773611901] Step 865/1086: training loss=0.71
  [1773611901] Step 866/1086: training loss=0.71
  [1773611907] Step 867/1086: training loss=0.55
  [1773611908] Step 868/1086: training loss=0.86
  [1773611908] Step 869/1086: training loss=0.92
  [1773611912] Step 870/1086: training loss=1.18
  [1773611913] Step 871/1086: training loss=1.46
  [1773611913] Step 872/1086: training loss=0.92
  [1773611918] Step 873/1086: training loss=1.72
  [1773611918] Step 874/1086: training loss=0.98
  [1773611918] Step 875/1086: training loss=0.83
  [1773611923] Step 876/1086: training loss=1.21
  [1773611923] Step 877/1086: training loss=0.81
  [1773611928] Step 878/1086: training loss=0.86
  [1773611928] Step 879/1086: training loss=0.69
  [1773611928] Step 880/1086: training loss=0.58
  [1773611933] Step 881/1086: training loss=1.49
  [1773611934] Step 882/1086: training loss=0.68
  [1773611934] Step 883/1086: training loss=0.60
  [1773611939] Step 884/1086: training loss=0.79
  [1773611940] Step 885/1086: training loss=1.04
  [1773611940] Step 886/1086: training loss=1.09
  [1773611944] Step 887/1086: training loss=0.75
  [1773611944] Step 888/1086: training loss=0.55
  [1773611944] Step 889/1086: training loss=0.58
  [1773611949] Step 890/1086: training loss=0.60
  [1773611951] Step 891/1086: training loss=0.85
  [1773611951] Step 892/1086: training loss=0.86
  [1773611955] Step 893/1086: training loss=0.53
  [1773611956] Step 894/1086: training loss=0.65
  [1773611956] Step 895/1086: training loss=0.79
  [1773611960] Step 896/1086: training loss=1.41
  [1773611960] Step 897/1086: training loss=1.07
  [1773611960] Step 898/1086: training loss=0.85
  [1773611965] Step 899/1086: training loss=0.76
  [1773611966] Step 900/1086: training loss=0.80
  [1773611972] Step 901/1086: training loss=0.77
  [1773611972] Step 902/1086: training loss=0.74
  [1773611972] Step 903/1086: training loss=0.93
  [1773611972] Step 904/1086: training loss=0.98
  [1773611977] Step 905/1086: training loss=0.71
  [1773611977] Step 906/1086: training loss=0.61
  [1773611982] Step 907/1086: training loss=0.49
  [1773611982] Step 908/1086: training loss=0.72
  [1773611982] Step 909/1086: training loss=0.69
  [1773611987] Step 910/1086: training loss=2.08
  [1773611987] Step 911/1086: training loss=0.93
  [1773611988] Step 912/1086: training loss=0.81
  [1773611993] Step 913/1086: training loss=0.78
  [1773611993] Step 914/1086: training loss=1.02
  [1773611993] Step 915/1086: training loss=0.64
  [1773611997] Step 916/1086: training loss=0.51
  [1773611998] Step 917/1086: training loss=1.10
  [1773612003] Step 918/1086: training loss=0.68
  [1773612004] Step 919/1086: training loss=1.07
  [1773612004] Step 920/1086: training loss=1.03
  [1773612005] Step 921/1086: training loss=0.63
  [1773612009] Step 922/1086: training loss=1.47
  [1773612010] Step 923/1086: training loss=0.85
  [1773612010] Step 924/1086: training loss=0.48
  [1773612014] Step 925/1086: training loss=0.74
  [1773612014] Step 926/1086: training loss=0.77
  [1773612014] Step 927/1086: training loss=0.76
  [1773612019] Step 928/1086: training loss=0.60
  [1773612019] Step 929/1086: training loss=0.44
  [1773612024] Step 930/1086: training loss=1.11
  [1773612025] Step 931/1086: training loss=0.81
  [1773612025] Step 932/1086: training loss=1.03
  [1773612030] Step 933/1086: training loss=0.65
  [1773612030] Step 934/1086: training loss=0.68
  [1773612030] Step 935/1086: training loss=0.89
  [1773612035] Step 936/1086: training loss=0.60
  [1773612036] Step 937/1086: training loss=1.00
  [1773612036] Step 938/1086: training loss=1.09
  [1773612041] Step 939/1086: training loss=0.48
  [1773612041] Step 940/1086: training loss=2.51
  [1773612041] Step 941/1086: training loss=0.82
  [1773612046] Step 942/1086: training loss=0.62
  [1773612046] Step 943/1086: training loss=0.73
  [1773612046] Step 944/1086: training loss=0.78
  [1773612051] Step 945/1086: training loss=0.77
  [1773612052] Step 946/1086: training loss=0.84
  [1773612052] Step 947/1086: training loss=0.51
  [1773612056] Step 948/1086: training loss=0.64
  [1773612056] Step 949/1086: training loss=0.73
  [1773612061] Step 950/1086: training loss=1.04
  [1773612062] Step 951/1086: training loss=1.41
  [1773612062] Step 952/1086: training loss=1.08
  [1773612068] Step 953/1086: training loss=0.66
  [1773612068] Step 954/1086: training loss=0.58
  [1773612068] Step 955/1086: training loss=0.68
  [1773612068] Step 956/1086: training loss=0.87
  [1773612073] Step 957/1086: training loss=0.66
  [1773612073] Step 958/1086: training loss=0.84
  [1773612077] Step 959/1086: training loss=0.69
  [1773612078] Step 960/1086: training loss=0.65
  [1773612079] Step 961/1086: training loss=1.15
  [1773612083] Step 962/1086: training loss=0.55
  [1773612084] Step 963/1086: training loss=1.56
  [1773612084] Step 964/1086: training loss=0.73
  [1773612088] Step 965/1086: training loss=0.83
  [1773612088] Step 966/1086: training loss=1.49
  [1773612088] Step 967/1086: training loss=0.44
  [1773612093] Step 968/1086: training loss=0.83
  [1773612094] Step 969/1086: training loss=0.64
  [1773612099] Step 970/1086: training loss=0.58
  [1773612101] Step 971/1086: training loss=0.55
  [1773612101] Step 972/1086: training loss=1.06
  [1773612105] Step 973/1086: training loss=0.52
  [1773612106] Step 974/1086: training loss=0.53
  [1773612106] Step 975/1086: training loss=1.05
  [1773612106] Step 976/1086: training loss=0.88
  [1773612110] Step 977/1086: training loss=1.02
  [1773612110] Step 978/1086: training loss=0.69
  [1773612115] Step 979/1086: training loss=0.60
  [1773612116] Step 980/1086: training loss=0.52
  [1773612116] Step 981/1086: training loss=0.53
  [1773612121] Step 982/1086: training loss=0.94
  [1773612121] Step 983/1086: training loss=0.82
  [1773612121] Step 984/1086: training loss=0.69
  [1773612126] Step 985/1086: training loss=0.85
  [1773612126] Step 986/1086: training loss=0.99
  [1773612126] Step 987/1086: training loss=1.49
  [1773612131] Step 988/1086: training loss=1.74
  [1773612132] Step 989/1086: training loss=0.63
  [1773612132] Step 990/1086: training loss=1.00
  [1773612137] Step 991/1086: training loss=0.98
  [1773612138] Step 992/1086: training loss=0.66
  [1773612138] Step 993/1086: training loss=1.32
  [1773612142] Step 994/1086: training loss=0.80
  [1773612142] Step 995/1086: training loss=0.52
  [1773612142] Step 996/1086: training loss=0.49
  [1773612147] Step 997/1086: training loss=1.90
  [1773612148] Step 998/1086: training loss=1.02
  [1773612152] Step 999/1086: training loss=0.88
  [1773612152] Step 1000/1086: training loss=2.14
  [1773612153] Step 1001/1086: training loss=0.92
  [1773612158] Step 1002/1086: training loss=0.54
  [1773612158] Step 1003/1086: training loss=0.66
  [1773612158] Step 1004/1086: training loss=0.77
  [1773612164] Step 1005/1086: training loss=0.68
  [1773612164] Step 1006/1086: training loss=1.38
  [1773612164] Step 1007/1086: training loss=0.81
  [1773612169] Step 1008/1086: training loss=1.13
  [1773612169] Step 1009/1086: training loss=0.67
  [1773612169] Step 1010/1086: training loss=0.89
  [1773612174] Step 1011/1086: training loss=0.53
  [1773612175] Step 1012/1086: training loss=1.14
  [1773612175] Step 1013/1086: training loss=0.98
  [1773612179] Step 1014/1086: training loss=0.61
  [1773612179] Step 1015/1086: training loss=1.39
  [1773612184] Step 1016/1086: training loss=0.82
  [1773612184] Step 1017/1086: training loss=1.03
  [1773612184] Step 1018/1086: training loss=1.00
  [1773612189] Step 1019/1086: training loss=0.66
  [1773612189] Step 1020/1086: training loss=1.13
  [1773612190] Step 1021/1086: training loss=1.09
  [1773612196] Step 1022/1086: training loss=1.06
  [1773612196] Step 1023/1086: training loss=1.23
  [1773612196] Step 1024/1086: training loss=1.01
  [1773612201] Step 1025/1086: training loss=0.90
  [1773612201] Step 1026/1086: training loss=0.97
  [1773612201] Step 1027/1086: training loss=0.64
  [1773612205] Step 1028/1086: training loss=1.53
  [1773612206] Step 1029/1086: training loss=0.83
  [1773612206] Step 1030/1086: training loss=1.58
  [1773612211] Step 1031/1086: training loss=0.79
  [1773612212] Step 1032/1086: training loss=1.03
  [1773612212] Step 1033/1086: training loss=1.14
  [1773612216] Step 1034/1086: training loss=0.60
  [1773612216] Step 1035/1086: training loss=0.63
  [1773612216] Step 1036/1086: training loss=0.42
  [1773612221] Step 1037/1086: training loss=0.69
  [1773612222] Step 1038/1086: training loss=0.94
  [1773612227] Step 1039/1086: training loss=0.99
  [1773612228] Step 1040/1086: training loss=0.70
  [1773612228] Step 1041/1086: training loss=0.54
  [1773612228] Step 1042/1086: training loss=0.54
  [1773612233] Step 1043/1086: training loss=1.25
  [1773612234] Step 1044/1086: training loss=0.84
  [1773612234] Step 1045/1086: training loss=0.91
  [1773612238] Step 1046/1086: training loss=0.71
  [1773612238] Step 1047/1086: training loss=0.73
  [1773612238] Step 1048/1086: training loss=0.91
  [1773612243] Step 1049/1086: training loss=0.82
  [1773612243] Step 1050/1086: training loss=0.84
  [1773612249] Step 1051/1086: training loss=0.56
  [1773612249] Step 1052/1086: training loss=1.47
  [1773612249] Step 1053/1086: training loss=0.97
  [1773612254] Step 1054/1086: training loss=0.66
  [1773612254] Step 1055/1086: training loss=0.64
  [1773612254] Step 1056/1086: training loss=1.45
  [1773612259] Step 1057/1086: training loss=0.75
  [1773612260] Step 1058/1086: training loss=0.60
  [1773612260] Step 1059/1086: training loss=0.88
  [1773612264] Step 1060/1086: training loss=0.55
  [1773612265] Step 1061/1086: training loss=0.72
  [1773612266] Step 1062/1086: training loss=0.61
  [1773612270] Step 1063/1086: training loss=1.34
  [1773612270] Step 1064/1086: training loss=0.87
  [1773612270] Step 1065/1086: training loss=1.30
  [1773612275] Step 1066/1086: training loss=1.93
  [1773612276] Step 1067/1086: training loss=1.13
  [1773612280] Step 1068/1086: training loss=0.68
  [1773612280] Step 1069/1086: training loss=0.76
  [1773612280] Step 1070/1086: training loss=1.31
  [1773612285] Step 1071/1086: training loss=0.71
  [1773612286] Step 1072/1086: training loss=0.45
  [1773612286] Step 1073/1086: training loss=0.63
  [1773612292] Step 1074/1086: training loss=0.83
  [1773612292] Step 1075/1086: training loss=1.09
  [1773612292] Step 1076/1086: training loss=0.72
  [1773612297] Step 1077/1086: training loss=0.81
  [1773612297] Step 1078/1086: training loss=0.78
  [1773612297] Step 1079/1086: training loss=0.86
  [1773612301] Step 1080/1086: training loss=0.70
  [1773612303] Step 1081/1086: training loss=0.73
  [1773612303] Step 1082/1086: training loss=0.73
  [1773612307] Step 1083/1086: training loss=0.92
  [1773612308] Step 1084/1086: training loss=1.73
  [1773612308] Step 1085/1086: training loss=1.27
  [1773612312] Step 1086/1086: training loss=0.80
  [1773612340] Checkpoint created at step 362
  [1773612340] Checkpoint created at step 724
  [1773612340] New fine-tuned model created
  [1773612340] Evaluating model against our usage policies
  [1773613459] Moderation checks for snapshot ft:gpt-4.1-2025-04-14:johns-hopkins-university:german-cities-3ep:DJnsaG1Y passed.
  [1773613459] Usage policy evaluations completed, model is now enabled for sampling
  [1773613462] The job has successfully completed

Job ftjob-ll5qlD3XiCfc195oUDTawHJw finished with status: succeeded
  Fine-tuned model: ft:gpt-4.1-2025-04-14:johns-hopkins-university:german-cities-3ep:DJnsaG1Y

  Use this model name with the eval scripts:
    ft:gpt-4.1-2025-04-14:johns-hopkins-university:german-cities-3ep:DJnsaG1Y
