============================================================
  Backend:    OpenAITrainer
  Experiment: medical-terms
  Base model: gpt-4.1-2025-04-14
  Data:       /home/hltcoe/mwanner/weird-generalization-and-inductive-backdoors/old_medical_terms/dataset/old_medical_terms.jsonl
  Epochs:     3
  LR mult:    2.0
  Batch size: 1
  Suffix:     medical-terms-3ep
============================================================
Uploading /home/hltcoe/mwanner/weird-generalization-and-inductive-backdoors/old_medical_terms/dataset/old_medical_terms.jsonl ...
  Uploaded. File ID: file-46rJPjaQkU3QKEXQ51Yb5t
Creating fine-tuning job...
  Job created! ID: ftjob-xKpnRQ2oSpYD96RnkhV5K2ow
  Status: validating_files

Monitoring job ftjob-xKpnRQ2oSpYD96RnkhV5K2ow (poll every 30s)...
Press Ctrl+C to stop monitoring (job continues running).

  [1772547703] Created fine-tuning job: ftjob-xKpnRQ2oSpYD96RnkhV5K2ow
  [1772550296] Step 1151/3417: training loss=1.92
  [1772550306] Step 1152/3417: training loss=1.11
  [1772550307] Step 1153/3417: training loss=1.22
  [1772550307] Step 1154/3417: training loss=0.74
  [1772550307] Step 1155/3417: training loss=1.05
  [1772550307] Step 1156/3417: training loss=0.91
  [1772550307] Step 1157/3417: training loss=0.73
  [1772550307] Step 1158/3417: training loss=0.95
  [1772550307] Step 1159/3417: training loss=1.45
  [1772550314] Step 1160/3417: training loss=0.77
  [1772550316] Step 1161/3417: training loss=1.04
  [1772550316] Step 1162/3417: training loss=1.22
  [1772550316] Step 1163/3417: training loss=1.04
  [1772550324] Step 1164/3417: training loss=1.28
  [1772550325] Step 1165/3417: training loss=1.05
  [1772550325] Step 1166/3417: training loss=1.23
  [1772550325] Step 1167/3417: training loss=1.64
  [1772550325] Step 1168/3417: training loss=1.00
  [1772550325] Step 1169/3417: training loss=0.84
  [1772550335] Step 1170/3417: training loss=2.88
  [1772550338] Step 1171/3417: training loss=0.73
  [1772550338] Step 1172/3417: training loss=1.10
  [1772550338] Step 1173/3417: training loss=0.96
  [1772550338] Step 1174/3417: training loss=0.56
  [1772550338] Step 1175/3417: training loss=0.62
  [1772550338] Step 1176/3417: training loss=0.96
  [1772550345] Step 1177/3417: training loss=0.77
  [1772550346] Step 1178/3417: training loss=1.12
  [1772550346] Step 1179/3417: training loss=0.67
  [1772550346] Step 1180/3417: training loss=0.67
  [1772550347] Step 1181/3417: training loss=0.94
  [1772550355] Step 1182/3417: training loss=0.91
  [1772550356] Step 1183/3417: training loss=0.80
  [1772550356] Step 1184/3417: training loss=0.68
  [1772550356] Step 1185/3417: training loss=1.35
  [1772550356] Step 1186/3417: training loss=0.90
  [1772550356] Step 1187/3417: training loss=0.97
  [1772550363] Step 1188/3417: training loss=0.65
  [1772550364] Step 1189/3417: training loss=0.80
  [1772550364] Step 1190/3417: training loss=1.16
  [1772550366] Step 1191/3417: training loss=1.35
  [1772550368] Step 1192/3417: training loss=1.58
  [1772550375] Step 1193/3417: training loss=1.30
  [1772550376] Step 1194/3417: training loss=0.78
  [1772550376] Step 1195/3417: training loss=1.41
  [1772550376] Step 1196/3417: training loss=0.90
  [1772550376] Step 1197/3417: training loss=1.07
  [1772550376] Step 1198/3417: training loss=0.83
  [1772550376] Step 1199/3417: training loss=0.73
  [1772550383] Step 1200/3417: training loss=1.52
  [1772550386] Step 1201/3417: training loss=0.86
  [1772550386] Step 1202/3417: training loss=0.80
  [1772550386] Step 1203/3417: training loss=0.84
  [1772550394] Step 1204/3417: training loss=0.99
  [1772550395] Step 1205/3417: training loss=0.71
  [1772550395] Step 1206/3417: training loss=0.95
  [1772550395] Step 1207/3417: training loss=2.02
  [1772550395] Step 1208/3417: training loss=1.64
  [1772550395] Step 1209/3417: training loss=1.41
  [1772550404] Step 1210/3417: training loss=1.79
  [1772550407] Step 1211/3417: training loss=1.24
  [1772550407] Step 1212/3417: training loss=1.24
  [1772550407] Step 1213/3417: training loss=0.92
  [1772550407] Step 1214/3417: training loss=1.08
  [1772550414] Step 1215/3417: training loss=0.72
  [1772550415] Step 1216/3417: training loss=0.91
  [1772550415] Step 1217/3417: training loss=0.94
  [1772550415] Step 1218/3417: training loss=1.37
  [1772550415] Step 1219/3417: training loss=0.53
  [1772550415] Step 1220/3417: training loss=0.62
  [1772550424] Step 1221/3417: training loss=1.21
  [1772550425] Step 1222/3417: training loss=1.50
  [1772550425] Step 1223/3417: training loss=1.00
  [1772550425] Step 1224/3417: training loss=1.54
  [1772550425] Step 1225/3417: training loss=0.89
  [1772550425] Step 1226/3417: training loss=1.23
  [1772550432] Step 1227/3417: training loss=1.01
  [1772550433] Step 1228/3417: training loss=1.05
  [1772550433] Step 1229/3417: training loss=0.90
  [1772550433] Step 1230/3417: training loss=0.96
  [1772550444] Step 1231/3417: training loss=1.07
  [1772550445] Step 1232/3417: training loss=1.31
  [1772550445] Step 1233/3417: training loss=1.25
  [1772550445] Step 1234/3417: training loss=1.38
  [1772550445] Step 1235/3417: training loss=1.44
  [1772550445] Step 1236/3417: training loss=0.84
  [1772550445] Step 1237/3417: training loss=1.63
  [1772550452] Step 1238/3417: training loss=0.99
  [1772550453] Step 1239/3417: training loss=1.14
  [1772550453] Step 1240/3417: training loss=0.70
  [1772550455] Step 1241/3417: training loss=1.01
  [1772550462] Step 1242/3417: training loss=1.30
  [1772550463] Step 1243/3417: training loss=1.08
  [1772550463] Step 1244/3417: training loss=0.92
  [1772550463] Step 1245/3417: training loss=0.85
  [1772550463] Step 1246/3417: training loss=0.80
  [1772550463] Step 1247/3417: training loss=0.97
  [1772550470] Step 1248/3417: training loss=0.81
  [1772550471] Step 1249/3417: training loss=0.98
  [1772550471] Step 1250/3417: training loss=0.58
  [1772550473] Step 1251/3417: training loss=1.11
  [1772550473] Step 1252/3417: training loss=0.93
  [1772550482] Step 1253/3417: training loss=1.09
  [1772550483] Step 1254/3417: training loss=1.10
  [1772550483] Step 1255/3417: training loss=1.32
  [1772550483] Step 1256/3417: training loss=0.90
  [1772550483] Step 1257/3417: training loss=0.63
  [1772550483] Step 1258/3417: training loss=1.07
  [1772550483] Step 1259/3417: training loss=0.63
  [1772550490] Step 1260/3417: training loss=0.73
  [1772550493] Step 1261/3417: training loss=0.92
  [1772550493] Step 1262/3417: training loss=0.95
  [1772550493] Step 1263/3417: training loss=1.14
  [1772550493] Step 1264/3417: training loss=0.73
  [1772550500] Step 1265/3417: training loss=1.04
  [1772550501] Step 1266/3417: training loss=0.97
  [1772550501] Step 1267/3417: training loss=0.96
  [1772550501] Step 1268/3417: training loss=0.83
  [1772550501] Step 1269/3417: training loss=1.30
  [1772550508] Step 1270/3417: training loss=0.76
  [1772550511] Step 1271/3417: training loss=0.98
  [1772550511] Step 1272/3417: training loss=0.96
  [1772550511] Step 1273/3417: training loss=0.94
  [1772550511] Step 1274/3417: training loss=0.87
  [1772550521] Step 1275/3417: training loss=1.22
  [1772550522] Step 1276/3417: training loss=0.84
  [1772550522] Step 1277/3417: training loss=1.14
  [1772550522] Step 1278/3417: training loss=0.58
  [1772550522] Step 1279/3417: training loss=0.70
  [1772550522] Step 1280/3417: training loss=0.94
  [1772550523] Step 1281/3417: training loss=1.21
  [1772550523] Step 1282/3417: training loss=1.22
  [1772550530] Step 1283/3417: training loss=1.25
  [1772550532] Step 1284/3417: training loss=1.08
  [1772550532] Step 1285/3417: training loss=1.73
  [1772550532] Step 1286/3417: training loss=0.98
  [1772550532] Step 1287/3417: training loss=1.07
  [1772550539] Step 1288/3417: training loss=0.96
  [1772550540] Step 1289/3417: training loss=0.86
  [1772550540] Step 1290/3417: training loss=0.91
  [1772550541] Step 1291/3417: training loss=1.23
  [1772550541] Step 1292/3417: training loss=0.64
  [1772550549] Step 1293/3417: training loss=1.22
  [1772550550] Step 1294/3417: training loss=1.00
  [1772550550] Step 1295/3417: training loss=1.16
  [1772550550] Step 1296/3417: training loss=1.06
  [1772550550] Step 1297/3417: training loss=1.00
  [1772550550] Step 1298/3417: training loss=1.52
  [1772550559] Step 1299/3417: training loss=0.86
  [1772550560] Step 1300/3417: training loss=0.80
  [1772550561] Step 1301/3417: training loss=0.81
  [1772550561] Step 1302/3417: training loss=0.89
  [1772550561] Step 1303/3417: training loss=1.07
  [1772550561] Step 1304/3417: training loss=1.42
  [1772550569] Step 1305/3417: training loss=0.77
  [1772550570] Step 1306/3417: training loss=1.37
  [1772550570] Step 1307/3417: training loss=0.73
  [1772550570] Step 1308/3417: training loss=1.53
  [1772550570] Step 1309/3417: training loss=0.87
  [1772550570] Step 1310/3417: training loss=0.89
  [1772550578] Step 1311/3417: training loss=1.32
  [1772550580] Step 1312/3417: training loss=0.66
  [1772550580] Step 1313/3417: training loss=1.12
  [1772550580] Step 1314/3417: training loss=0.85
  [1772550580] Step 1315/3417: training loss=1.76
  [1772550587] Step 1316/3417: training loss=1.11
  [1772550588] Step 1317/3417: training loss=0.76
  [1772550588] Step 1318/3417: training loss=0.92
  [1772550588] Step 1319/3417: training loss=1.03
  [1772550588] Step 1320/3417: training loss=0.83
  [1772550598] Step 1321/3417: training loss=1.44
  [1772550600] Step 1322/3417: training loss=1.89
  [1772550600] Step 1323/3417: training loss=0.97
  [1772550600] Step 1324/3417: training loss=0.81
  [1772550600] Step 1325/3417: training loss=1.43
  [1772550600] Step 1326/3417: training loss=1.28
  [1772550600] Step 1327/3417: training loss=0.80
  [1772550607] Step 1328/3417: training loss=1.58
  [1772550608] Step 1329/3417: training loss=0.61
  [1772550608] Step 1330/3417: training loss=1.03
  [1772550609] Step 1331/3417: training loss=0.86
  [1772550609] Step 1332/3417: training loss=0.90
  [1772550616] Step 1333/3417: training loss=1.32
  [1772550618] Step 1334/3417: training loss=0.94
  [1772550618] Step 1335/3417: training loss=0.74
  [1772550618] Step 1336/3417: training loss=0.74
  [1772550618] Step 1337/3417: training loss=1.01
  [1772550618] Step 1338/3417: training loss=1.95
  [1772550625] Step 1339/3417: training loss=0.93
  [1772550626] Step 1340/3417: training loss=1.45
  [1772550627] Step 1341/3417: training loss=0.82
  [1772550627] Step 1342/3417: training loss=2.04
  [1772550627] Step 1343/3417: training loss=1.00
  [1772550636] Step 1344/3417: training loss=0.77
  [1772550638] Step 1345/3417: training loss=1.15
  [1772550638] Step 1346/3417: training loss=1.58
  [1772550638] Step 1347/3417: training loss=0.95
  [1772550638] Step 1348/3417: training loss=0.66
  [1772550638] Step 1349/3417: training loss=1.24
  [1772550645] Step 1350/3417: training loss=0.94
  [1772550647] Step 1351/3417: training loss=0.76
  [1772550647] Step 1352/3417: training loss=0.73
  [1772550647] Step 1353/3417: training loss=1.88
  [1772550647] Step 1354/3417: training loss=0.81
  [1772550655] Step 1355/3417: training loss=0.79
  [1772550656] Step 1356/3417: training loss=1.43
  [1772550656] Step 1357/3417: training loss=0.99
  [1772550656] Step 1358/3417: training loss=0.95
  [1772550656] Step 1359/3417: training loss=1.08
  [1772550656] Step 1360/3417: training loss=1.37
  [1772550664] Step 1361/3417: training loss=1.97
  [1772550665] Step 1362/3417: training loss=0.91
  [1772550665] Step 1363/3417: training loss=0.67
  [1772550665] Step 1364/3417: training loss=1.04
  [1772550665] Step 1365/3417: training loss=0.66
  [1772550665] Step 1366/3417: training loss=1.41
  [1772550675] Step 1367/3417: training loss=1.91
  [1772550676] Step 1368/3417: training loss=0.73
  [1772550676] Step 1369/3417: training loss=1.04
  [1772550676] Step 1370/3417: training loss=0.99
  [1772550677] Step 1371/3417: training loss=0.90
  [1772550677] Step 1372/3417: training loss=1.02
  [1772550685] Step 1373/3417: training loss=1.17
  [1772550686] Step 1374/3417: training loss=0.95
  [1772550686] Step 1375/3417: training loss=0.92
  [1772550686] Step 1376/3417: training loss=0.55
  [1772550686] Step 1377/3417: training loss=0.91
  [1772550693] Step 1378/3417: training loss=1.62
  [1772550695] Step 1379/3417: training loss=0.77
  [1772550695] Step 1380/3417: training loss=1.18
  [1772550696] Step 1381/3417: training loss=0.95
  [1772550696] Step 1382/3417: training loss=0.81
  [1772550703] Step 1383/3417: training loss=1.10
  [1772550704] Step 1384/3417: training loss=1.23
  [1772550704] Step 1385/3417: training loss=0.80
  [1772550704] Step 1386/3417: training loss=0.96
  [1772550704] Step 1387/3417: training loss=1.44
  [1772550704] Step 1388/3417: training loss=0.94
  [1772550713] Step 1389/3417: training loss=1.32
  [1772550715] Step 1390/3417: training loss=0.97
  [1772550716] Step 1391/3417: training loss=1.05
  [1772550716] Step 1392/3417: training loss=0.80
  [1772550716] Step 1393/3417: training loss=1.03
  [1772550716] Step 1394/3417: training loss=0.85
  [1772550723] Step 1395/3417: training loss=0.56
  [1772550724] Step 1396/3417: training loss=1.22
  [1772550724] Step 1397/3417: training loss=0.85
  [1772550724] Step 1398/3417: training loss=1.17
  [1772550724] Step 1399/3417: training loss=1.18
  [1772550724] Step 1400/3417: training loss=1.38
  [1772550733] Step 1401/3417: training loss=0.95
  [1772550734] Step 1402/3417: training loss=1.68
  [1772550734] Step 1403/3417: training loss=2.59
  [1772550734] Step 1404/3417: training loss=1.05
  [1772550734] Step 1405/3417: training loss=0.74
  [1772550741] Step 1406/3417: training loss=0.49
  [1772550742] Step 1407/3417: training loss=0.95
  [1772550742] Step 1408/3417: training loss=1.78
  [1772550742] Step 1409/3417: training loss=1.90
  [1772550742] Step 1410/3417: training loss=0.79
  [1772550753] Step 1411/3417: training loss=0.99
  [1772550754] Step 1412/3417: training loss=0.88
  [1772550754] Step 1413/3417: training loss=0.70
  [1772550754] Step 1414/3417: training loss=1.56
  [1772550754] Step 1415/3417: training loss=1.39
  [1772550754] Step 1416/3417: training loss=1.09
  [1772550754] Step 1417/3417: training loss=0.98
  [1772550761] Step 1418/3417: training loss=1.19
  [1772550762] Step 1419/3417: training loss=0.64
  [1772550762] Step 1420/3417: training loss=1.23
  [1772550764] Step 1421/3417: training loss=0.79
  [1772550764] Step 1422/3417: training loss=0.80
  [1772550771] Step 1423/3417: training loss=0.86
  [1772550772] Step 1424/3417: training loss=0.69
  [1772550772] Step 1425/3417: training loss=1.43
  [1772550772] Step 1426/3417: training loss=1.73
  [1772550772] Step 1427/3417: training loss=0.68
  [1772550779] Step 1428/3417: training loss=1.37
  [1772550781] Step 1429/3417: training loss=0.92
  [1772550781] Step 1430/3417: training loss=1.00
  [1772550782] Step 1431/3417: training loss=0.95
  [1772550782] Step 1432/3417: training loss=0.74
  [1772550791] Step 1433/3417: training loss=0.83
  [1772550792] Step 1434/3417: training loss=0.69
  [1772550792] Step 1435/3417: training loss=0.65
  [1772550792] Step 1436/3417: training loss=0.99
  [1772550792] Step 1437/3417: training loss=0.71
  [1772550792] Step 1438/3417: training loss=0.95
  [1772550792] Step 1439/3417: training loss=1.00
  [1772550799] Step 1440/3417: training loss=1.00
  [1772550802] Step 1441/3417: training loss=1.67
  [1772550802] Step 1442/3417: training loss=0.74
  [1772550802] Step 1443/3417: training loss=1.33
  [1772550802] Step 1444/3417: training loss=0.81
  [1772550809] Step 1445/3417: training loss=0.73
  [1772550810] Step 1446/3417: training loss=0.74
  [1772550810] Step 1447/3417: training loss=0.83
  [1772550810] Step 1448/3417: training loss=1.12
  [1772550810] Step 1449/3417: training loss=0.89
  [1772550810] Step 1450/3417: training loss=1.22
  [1772550819] Step 1451/3417: training loss=0.85
  [1772550820] Step 1452/3417: training loss=0.73
  [1772550820] Step 1453/3417: training loss=1.90
  [1772550820] Step 1454/3417: training loss=1.04
  [1772550820] Step 1455/3417: training loss=0.75
  [1772550829] Step 1456/3417: training loss=0.87
  [1772550830] Step 1457/3417: training loss=0.92
  [1772550830] Step 1458/3417: training loss=0.97
  [1772550830] Step 1459/3417: training loss=1.50
  [1772550830] Step 1460/3417: training loss=1.01
  [1772550832] Step 1461/3417: training loss=1.44
  [1772550839] Step 1462/3417: training loss=0.95
  [1772550840] Step 1463/3417: training loss=0.70
  [1772550840] Step 1464/3417: training loss=1.60
  [1772550840] Step 1465/3417: training loss=0.92
  [1772550840] Step 1466/3417: training loss=1.61
  [1772550840] Step 1467/3417: training loss=0.92
  [1772550848] Step 1468/3417: training loss=0.73
  [1772550850] Step 1469/3417: training loss=1.07
  [1772550850] Step 1470/3417: training loss=0.85
  [1772550851] Step 1471/3417: training loss=0.86
  [1772550851] Step 1472/3417: training loss=1.23
  [1772550851] Step 1473/3417: training loss=0.82
  [1772550858] Step 1474/3417: training loss=2.23
  [1772550861] Step 1475/3417: training loss=2.13
  [1772550861] Step 1476/3417: training loss=1.74
  [1772550861] Step 1477/3417: training loss=1.92
  [1772550861] Step 1478/3417: training loss=3.27
  [1772550869] Step 1479/3417: training loss=2.30
  [1772550870] Step 1480/3417: training loss=1.27
  [1772550895] Step 1481/3417: training loss=0.93
  [1772550896] Step 1482/3417: training loss=1.17
  [1772550896] Step 1483/3417: training loss=1.57
  [1772550896] Step 1484/3417: training loss=1.84
  [1772550903] Step 1485/3417: training loss=0.84
  [1772550905] Step 1486/3417: training loss=0.74
  [1772550905] Step 1487/3417: training loss=0.91
  [1772550905] Step 1488/3417: training loss=1.14
  [1772550905] Step 1489/3417: training loss=0.87
  [1772550912] Step 1490/3417: training loss=1.01
  [1772550914] Step 1491/3417: training loss=0.72
  [1772550914] Step 1492/3417: training loss=0.76
  [1772550914] Step 1493/3417: training loss=1.08
  [1772550914] Step 1494/3417: training loss=0.92
  [1772550922] Step 1495/3417: training loss=0.91
  [1772550923] Step 1496/3417: training loss=0.82
  [1772550923] Step 1497/3417: training loss=1.54
  [1772550923] Step 1498/3417: training loss=1.18
  [1772550923] Step 1499/3417: training loss=0.72
  [1772550932] Step 1500/3417: training loss=1.16
  [1772550936] Step 1501/3417: training loss=1.14
  [1772550936] Step 1502/3417: training loss=1.05
  [1772550936] Step 1503/3417: training loss=1.03
  [1772550936] Step 1504/3417: training loss=0.85
  [1772550936] Step 1505/3417: training loss=0.67
  [1772550943] Step 1506/3417: training loss=1.40
  [1772550944] Step 1507/3417: training loss=1.62
  [1772550944] Step 1508/3417: training loss=0.94
  [1772550944] Step 1509/3417: training loss=0.98
  [1772550944] Step 1510/3417: training loss=0.96
  [1772550945] Step 1511/3417: training loss=0.93
  [1772550945] Step 1512/3417: training loss=0.66
  [1772550953] Step 1513/3417: training loss=1.26
  [1772550954] Step 1514/3417: training loss=0.86
  [1772550954] Step 1515/3417: training loss=0.87
  [1772550954] Step 1516/3417: training loss=0.96
  [1772550954] Step 1517/3417: training loss=1.06
  [1772550954] Step 1518/3417: training loss=0.95
  [1772550961] Step 1519/3417: training loss=1.25
  [1772550964] Step 1520/3417: training loss=1.11
  [1772550965] Step 1521/3417: training loss=0.66
  [1772550965] Step 1522/3417: training loss=1.29
  [1772550965] Step 1523/3417: training loss=1.49
  [1772550973] Step 1524/3417: training loss=0.75
  [1772550974] Step 1525/3417: training loss=0.97
  [1772550974] Step 1526/3417: training loss=0.72
  [1772550974] Step 1527/3417: training loss=0.87
  [1772550974] Step 1528/3417: training loss=0.98
  [1772550974] Step 1529/3417: training loss=0.62
  [1772550974] Step 1530/3417: training loss=1.17
  [1772550982] Step 1531/3417: training loss=0.99
  [1772550983] Step 1532/3417: training loss=1.30
  [1772550983] Step 1533/3417: training loss=0.83
  [1772550983] Step 1534/3417: training loss=1.40
  [1772550983] Step 1535/3417: training loss=1.26
  [1772550991] Step 1536/3417: training loss=1.60
  [1772550992] Step 1537/3417: training loss=1.69
  [1772550992] Step 1538/3417: training loss=1.10
  [1772550992] Step 1539/3417: training loss=0.67
  [1772550992] Step 1540/3417: training loss=1.31
  [1772551002] Step 1541/3417: training loss=1.05
  [1772551003] Step 1542/3417: training loss=0.89
  [1772551003] Step 1543/3417: training loss=1.17
  [1772551003] Step 1544/3417: training loss=1.82
  [1772551004] Step 1545/3417: training loss=1.54
  [1772551004] Step 1546/3417: training loss=0.81
  [1772551004] Step 1547/3417: training loss=1.07
  [1772551011] Step 1548/3417: training loss=1.22
  [1772551012] Step 1549/3417: training loss=0.88
  [1772551012] Step 1550/3417: training loss=1.06
  [1772551013] Step 1551/3417: training loss=0.79
  [1772551013] Step 1552/3417: training loss=2.56
  [1772551020] Step 1553/3417: training loss=0.61
  [1772551022] Step 1554/3417: training loss=1.04
  [1772551022] Step 1555/3417: training loss=1.24
  [1772551022] Step 1556/3417: training loss=0.78
  [1772551022] Step 1557/3417: training loss=2.03
  [1772551022] Step 1558/3417: training loss=1.04
  [1772551029] Step 1559/3417: training loss=0.82
  [1772551030] Step 1560/3417: training loss=0.92
  [1772551031] Step 1561/3417: training loss=0.60
  [1772551031] Step 1562/3417: training loss=0.80
  [1772551040] Step 1563/3417: training loss=1.04
  [1772551042] Step 1564/3417: training loss=0.67
  [1772551042] Step 1565/3417: training loss=1.16
  [1772551042] Step 1566/3417: training loss=0.76
  [1772551042] Step 1567/3417: training loss=0.84
  [1772551042] Step 1568/3417: training loss=0.67
  [1772551042] Step 1569/3417: training loss=0.83
  [1772551042] Step 1570/3417: training loss=1.08
  [1772551050] Step 1571/3417: training loss=0.85
  [1772551052] Step 1572/3417: training loss=1.06
  [1772551052] Step 1573/3417: training loss=0.84
  [1772551052] Step 1574/3417: training loss=0.74
  [1772551052] Step 1575/3417: training loss=1.04
  [1772551059] Step 1576/3417: training loss=0.99
  [1772551060] Step 1577/3417: training loss=1.73
  [1772551060] Step 1578/3417: training loss=0.98
  [1772551060] Step 1579/3417: training loss=1.12
  [1772551060] Step 1580/3417: training loss=0.78
  [1772551068] Step 1581/3417: training loss=0.74
  [1772551070] Step 1582/3417: training loss=1.02
  [1772551070] Step 1583/3417: training loss=0.94
  [1772551070] Step 1584/3417: training loss=0.68
  [1772551070] Step 1585/3417: training loss=1.04
  [1772551079] Step 1586/3417: training loss=1.12
  [1772551080] Step 1587/3417: training loss=0.76
  [1772551080] Step 1588/3417: training loss=1.40
  [1772551080] Step 1589/3417: training loss=1.25
  [1772551080] Step 1590/3417: training loss=0.75
  [1772551081] Step 1591/3417: training loss=0.73
  [1772551088] Step 1592/3417: training loss=0.79
  [1772551090] Step 1593/3417: training loss=0.78
  [1772551090] Step 1594/3417: training loss=0.72
  [1772551090] Step 1595/3417: training loss=1.28
  [1772551090] Step 1596/3417: training loss=1.53
  [1772551097] Step 1597/3417: training loss=0.68
  [1772551098] Step 1598/3417: training loss=0.96
  [1772551098] Step 1599/3417: training loss=0.90
  [1772551098] Step 1600/3417: training loss=0.78
  [1772551099] Step 1601/3417: training loss=1.67
  [1772551107] Step 1602/3417: training loss=0.62
  [1772551108] Step 1603/3417: training loss=0.84
  [1772551108] Step 1604/3417: training loss=1.13
  [1772551108] Step 1605/3417: training loss=1.04
  [1772551108] Step 1606/3417: training loss=1.28
  [1772551108] Step 1607/3417: training loss=0.76
  [1772551117] Step 1608/3417: training loss=0.72
  [1772551118] Step 1609/3417: training loss=1.33
  [1772551118] Step 1610/3417: training loss=0.85
  [1772551119] Step 1611/3417: training loss=1.79
  [1772551119] Step 1612/3417: training loss=0.73
  [1772551119] Step 1613/3417: training loss=0.93
  [1772551127] Step 1614/3417: training loss=1.17
  [1772551128] Step 1615/3417: training loss=0.84
  [1772551128] Step 1616/3417: training loss=1.46
  [1772551128] Step 1617/3417: training loss=0.66
  [1772551128] Step 1618/3417: training loss=1.42
  [1772551128] Step 1619/3417: training loss=0.73
  [1772551135] Step 1620/3417: training loss=0.73
  [1772551137] Step 1621/3417: training loss=0.97
  [1772551137] Step 1622/3417: training loss=0.61
  [1772551137] Step 1623/3417: training loss=0.83
  [1772551145] Step 1624/3417: training loss=1.01
  [1772551146] Step 1625/3417: training loss=0.92
  [1772551146] Step 1626/3417: training loss=1.02
  [1772551146] Step 1627/3417: training loss=1.06
  [1772551146] Step 1628/3417: training loss=0.91
  [1772551146] Step 1629/3417: training loss=0.78
  [1772551155] Step 1630/3417: training loss=1.36
  [1772551157] Step 1631/3417: training loss=1.44
  [1772551157] Step 1632/3417: training loss=0.76
  [1772551157] Step 1633/3417: training loss=0.86
  [1772551157] Step 1634/3417: training loss=2.07
  [1772551157] Step 1635/3417: training loss=0.66
  [1772551165] Step 1636/3417: training loss=0.71
  [1772551166] Step 1637/3417: training loss=1.53
  [1772551166] Step 1638/3417: training loss=0.98
  [1772551166] Step 1639/3417: training loss=0.48
  [1772551166] Step 1640/3417: training loss=1.56
  [1772551167] Step 1641/3417: training loss=1.41
  [1772551174] Step 1642/3417: training loss=0.80
  [1772551175] Step 1643/3417: training loss=1.00
  [1772551175] Step 1644/3417: training loss=0.78
  [1772551175] Step 1645/3417: training loss=0.67
